"name","video","start","end","speaker","orth","translation","orth_english","translation_english"
"14June_2010_Monday_heute-1602","14June_2010_Monday_heute-1602/1/*.png","-1","-1","Signer03","MORGEN NORD loc-NORD KUEHL TROCKEN ABER VIEL SONNE BIS MITTE BERG loc-REGION","und morgen aber dort in der kühlen trockenen luft sehr viel sonne so etwa bis zu den mittelgebirgen .","TOMORROW NORTH loc-NORTH COOL DRY BUT LOTS OF SUN UP TO THE MIDDLE OF THE MOUNTAINS loc-REGION","And tomorrow there will be lots of sun in the cool, dry air, right up to the low mountain ranges."
"14June_2010_Monday_heute-1603","14June_2010_Monday_heute-1603/1/*.png","-1","-1","Signer03","loc-REGION ALPEN MEHR WOLKE AUCH MOEGLICH __PU__ SCH E W E B Y ALPEN BAYERN WALD MEHR REGEN REGEN loc-SUEDOST MOEGLICH GEWITTER __OFF__","aber so zwischen mittelgebirgen und am alpenrand mehr wolken und vor allen dingen so von der schwäbischen alb bis zum bayerischen wald und zum alpenrand häufiger schauer im südosten auch vereinzelt gewitter .","loc-REGION ALPS MORE CLOUDS ALSO POSSIBLE __PU__ SCH EWEBY ALPS BAVARIA FOREST MORE RAIN RAIN loc-SOUTHEAST POSSIBLE THUNDERSTORMS __OFF__","But between the low mountain ranges and on the edge of the Alps there will be more clouds and, above all, from the Swabian Alb to the Bavarian Forest and the edge of the Alps there will be more frequent showers and, in the southeast, the occasional thunderstorm."
"14June_2010_Monday_heute-1604","14June_2010_Monday_heute-1604/1/*.png","-1","-1","Signer03","__ON__ TEMPERATUR WIE-AUSSEHEN __PU__ loc-SUED __EMP__ ZWANZIG BIS DREI ZWANZIG GRAD KUESTE loc-NORD SIEBZEHN ACHTZEHN GRAD loc-WEST NEUNZEHN BIS ZWEI ZWANZIG GRAD ANGENEHM __PU__","von der temperatur her im süden sind es so zwanzig bis dreiundzwanzig grad im küstenbereich siebzehn achtzehn grad und sonst so neunzehn bis zweiundzwanzig grad also ganz angenehm .","__ON__ TEMPERATURE AS-LOOKS __PU__ loc-SOUTH __EMP__ TWENTY TO TWENTY-THREE DEGREES COAST loc-NORTH SEVENTEEN EIGHTEEN DEGREES loc-WEST NINETEEN TO TWENTY-TWO DEGREES COMFORTABLE __PU__","The temperature in the south is around twenty to twenty-three degrees, in the coastal area seventeen to eighteen degrees, and elsewhere around nineteen to twenty-two degrees, so quite pleasant."
"14June_2010_Monday_heute-1605","14June_2010_Monday_heute-1605/1/*.png","-1","-1","Signer03","AUCH IN-KOMMEND BLEIBEN SO __OFF__ __ON__ UNGEFAEHR FUENF ZWANZIG GRAD MAXIMAL","ähnlich wird es auch in den nächsten tagen aussehen bis fünfundzwanzig grad höchsttemperatur .","ALSO IN-COMING STAY SO __OFF__ __ON__ ABOUT TWENTY-FIVE DEGREES MAXIMUM","It will be similar in the next few days, with a maximum temperature of twenty-five degrees."
"14June_2010_Monday_heute-1606","14June_2010_Monday_heute-1606/1/*.png","-1","-1","Signer03","SUED loc-SUED MEHR MOEGLICH REGEN FRAGEZEICHEN loc-NORD MEHR SONNE TROCKEN","im süden eher mal schauer oder gewitter im norden trockener und sonniger .","SOUTH loc-SOUTH MORE POSSIBLE RAIN QUESTION MARK loc-NORTH MORE SUN DRY","In the south there will be showers or thunderstorms, in the north it will be drier and sunnier."
"14June_2010_Monday_heute-1607","14June_2010_Monday_heute-1607/1/*.png","-1","-1","Signer03","SCHOEN ABEND WUENSCHEN __OFF__","und jetzt wünsche ich ihnen noch einen spannenden abend .","WISH YOU A NICE EVENING __OFF__","And now I wish you an exciting evening."
"07February_2011_Monday_tagesschau-1608","07February_2011_Monday_tagesschau-1608/1/*.png","-1","-1","Signer07","__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN DIENSTAG ACHTE FEBRUAR __OFF__","und nun die wettervorhersage für morgen dienstag den achten februar .","__ON__ NOW WEATHER FORECAST TOMORROW TUESDAY EIGHTH FEBRUARY __OFF__","And now the weather forecast for tomorrow, Tuesday the 8th of February."
"07February_2011_Monday_tagesschau-1609","07February_2011_Monday_tagesschau-1609/1/*.png","-1","-1","Signer07","__ON__ HABEN STURM NACHT SUED SCHWEDEN REGION SCHWEDEN SCHWEDEN KOMMEN HOCH SEE cl-KOMMEN BISSCHEN __LEFTHAND__","ein sturmtief zieht in der nacht über den süden schwedens richtung ostsee .","__ON__ HAVE STORM NIGHT SOUTH SWEDEN REGION SWEDEN SWEDEN COMING HIGH SEA cl-COMING BIT __LEFTHAND__","A storm is moving across southern Sweden towards the Baltic Sea during the night."
"07February_2011_Monday_tagesschau-1610","07February_2011_Monday_tagesschau-1610/1/*.png","-1","-1","Signer07","ZUERST NORDWESTRAUM cl-KOMMEN DANN MITTE cl-KOMMEN BEDEUTEN NACHT NUR SUEDRAUM KLAR REGION","ein ausläufer davon überquert erst den nordwesten deutschlands dann die mitte sodass es in der nacht nur im süden klar bleibt .","FIRST NORTHWEST CLASS COMING THEN MIDDLE CLASS COMING MEAN NIGHT ONLY SOUTH CLASS CLEAR REGION","An offshoot of it first crosses the northwest of Germany and then the middle, so that at night it remains clear only in the south."
"07February_2011_Monday_tagesschau-1611","07February_2011_Monday_tagesschau-1611/1/*.png","-1","-1","Signer07","TAG SUEDRAUM FREUNDLICH SONNE NORDRAUM AUCH BISSCHEN WOLKE BISSCHEN MEHR SONNE SONNE SONNE ZWISCHEN RHEINLAND P BIS F REGION MEHR REGEN REGEN cl-KOMMEN ORT-PLUSPLUS","am tag ganz im süden freundliches wetter auch in der nordhälfte zeigt sich neben einigen wolken mehr und mehr die sonne dazwischen von rheinland pfalz bis nach franken regnet es zunächst stellenweise etwas .","DAY SOUTHERN AREA FRIENDLY SUN NORTHERN AREA ALSO A LITTLE CLOUDY A LITTLE MORE SUN SUN SUN BETWEEN RHINELAND P TO F REGION MORE RAIN RAIN cl-COMING PLACE-PLUSPLUS","During the day, pleasant weather in the very south, but in the northern half too, the sun will appear more and more alongside a few clouds, and from Rhineland-Palatinate to Franconia, it will initially rain a little in places."
"07February_2011_Monday_tagesschau-1614","07February_2011_Monday_tagesschau-1614/1/*.png","-1","-1","Signer07","HEUTE NACHT WERT WERT WERT GRAD SECHS BIS EINS GRAD __OFF__ __ON__ SUED FROST","heute nacht werte zwischen sechs und ein grad im süden frost .","TONIGHT VALUE VALUE VALUE DEGREES SIX TO ONE DEGREES __OFF__ __ON__ SOUTH FROST","Tonight temperatures between six and one degrees Celsius, frost in the south."
"07February_2011_Monday_tagesschau-1615","07February_2011_Monday_tagesschau-1615/1/*.png","-1","-1","Signer07","TAG FUENF GRAD V LAND ZWOELF GRAD B REGION __OFF__","am tag fünf grad im vogtland und zwölf grad im breisgau .","DAY FIVE DEGREE V COUNTRY TWELVE DEGREE B REGION __OFF__","During the day, five degrees in Vogtland and twelve degrees in Breisgau."
"07February_2011_Monday_tagesschau-1616","07February_2011_Monday_tagesschau-1616/1/*.png","-1","-1","Signer07","__ON__ WIE-AUSSEHEN VORAUS MITTWOCH NORDWESTRAUM WOLKE WOLKE REST NEBEL HOCH NEBEL VIEL FREUNDLICH REGION","die aussichten am mittwoch ist es im nordwesten wolkig sonst ist es abseits von nebel und hochnebel freundlich .","__ON__ AS-IS FOR WEDNESDAY NORTHWESTERN CLOUDS CLOUD RESIDUAL FOG HIGH FOG MUCH FRIENDLY REGION","The outlook for Wednesday is cloudy in the northwest, otherwise it will be pleasant apart from fog and high fog."
"07February_2011_Monday_tagesschau-1617","07February_2011_Monday_tagesschau-1617/1/*.png","-1","-1","Signer07","GERADE DONNERSTAG NORD REGEN REGEN REGEN SUEDRAUM NEBEL neg-HABEN DANN SONNE HABEN","am donnerstag regnet es in der nordhälfte gebietsweise richtung süden außerhalb der nebelgebiete sonne .","JUST THURSDAY NORTH RAIN RAIN RAIN SOUTH FOG neg-HAVE THEN SUN HAVE","On Thursday, it will rain in some areas in the northern half of the country, with sunshine heading south outside of the foggy areas."
"07February_2011_Monday_tagesschau-1618","07February_2011_Monday_tagesschau-1618/1/*.png","-1","-1","Signer07","FREITAG REGEN WOLKE DONNERSTAG SUED NORDOSTRAUM __PU__ MEISTENS FREUNDLICH __OFF__","am freitag regenwolken im nordosten ist es zum teil freundlich .","FRIDAY RAIN CLOUDY THURSDAY SOUTH NORTH EAST __PU__ MOSTLY FRIENDLY __OFF__","On Friday there will be rain clouds in the northeast, but it will be partly sunny."
"07April_2010_Wednesday_heute-1620","07April_2010_Wednesday_heute-1620/1/*.png","-1","-1","Signer05","__ON__ HEUTE TAG SELTEN","ein seltener tag heute .","__ON__ TODAY RARE","a rare day today."
"07April_2010_Wednesday_heute-1621","07April_2010_Wednesday_heute-1621/1/*.png","-1","-1","Signer05","KUESTE DIESE ZEIGEN NEU STADT IX loc-REGION BIS ALPEN SONNE SEHEN DIESE DIESE ALPEN SEHEN ZEIGEN NOCH SCHNEE LIEGEN HEUTE VOR MITTAG WAR DIESE SONNE","verbreitet schien die sonne von der küste wie hier in neustadt holstein bis zu den alpen hier ein blick auf das alpenpanorama immer noch schneebedeckt heute am späten vormittag in der sonne .","COAST THESE SHOW NEW CITY IX loc-REGION TO ALPS SEE SUN THESE THESE ALPS SEE SHOW STILL SNOW TODAY BEFORE NOON WAS THIS SUN","The sun shone widely from the coast, as here in Neustadt-Holstein, to the Alps. Here is a view of the Alpine panorama, still covered in snow this late morning in the sun."
"07April_2010_Wednesday_heute-1622","07April_2010_Wednesday_heute-1622/1/*.png","-1","-1","Signer05","ABER WETTER SO VERAENDERN WOLKE KOMMEN __HOLD__ TIEF KUEHL","aber die wetterlage stellt sich leicht um es kommen dichtere wolken samt tief und auch eine kleine abkühlung .","BUT WEATHER SO CHANGE CLOUDS COME __HOLD__ DEEP COOL","But the weather is changing slightly, with thicker clouds and low temperatures approaching, and there will also be a slight cooling off."
"07April_2010_Wednesday_heute-1623","07April_2010_Wednesday_heute-1623/1/*.png","-1","-1","Signer05","__HOLD__ REGEN REGEN neg-VIEL negalp-AUCH FRANKREICH IX WIEDER HOCH KOMMEN __OFF__","aber es wird nicht viel regen geben denn über frankreich entsteht schon wieder das nächste hoch .","__HOLD__ RAIN RAIN neg-A LOT negalp-ALSO FRANCE IX COME UP AGAIN __OFF__","But there won&#39;t be much rain because the next high pressure system is already forming over France."
"07April_2010_Wednesday_heute-1624","07April_2010_Wednesday_heute-1624/1/*.png","-1","-1","Signer05","__ON__ ES-BEDEUTET WIRKLICH HEUTE NACHT DOCH loc-REGION loc-WEST REGEN-PLUSPLUS","und das aber bedeutet trotzdem heute nacht immer noch ein paar tropfen aus diesen wolken im westen .","__ON__ IT-REALLY MEANS TONIGHT loc-REGION loc-WEST RAIN-PLUSPLUS","But that still means a few drops from those clouds in the west tonight."
"07April_2010_Wednesday_heute-1625","07April_2010_Wednesday_heute-1625/1/*.png","-1","-1","Signer05","OST loc-REGION KLAR HIMMEL __PU__ ABER KALT IX","im osten klar und dort auch entsprechend kalt .","EAST loc-REGION CLEAR SKY __PU__ BUT COLD IX","Clear in the east and correspondingly cold there too."
"07April_2010_Wednesday_heute-1627","07April_2010_Wednesday_heute-1627/1/*.png","-1","-1","Signer05","__HOLD__ IX loc-REGION FLUSS loc-REGION MOEGLICH REGEN REGEN ABER neg-VIEL neg-REGEN-PLUSPLUS __OFF__","und auch so zwischen ostsee und eifel oder auch am oberrhein können gelegentlich ein paar regentropfen fallen viel wird es aber nicht sein .","__HOLD__ IX loc-REGION RIVER loc-REGION POSSIBLE RAIN RAIN BUT neg-A LOT neg-RAIN-PLUSPLUS __OFF__","And even between the Baltic Sea and the Eifel or on the Upper Rhine, a few drops of rain may fall occasionally, but it won&#39;t be much."
"07April_2010_Wednesday_heute-1628","07April_2010_Wednesday_heute-1628/1/*.png","-1","-1","Signer05","__ON__ TEMPERATUR loc-REGION ZEHN GRAD FUENFZEHN GRAD KUEHL IX","von der temperatur her dort auch schon die etwas kühlere luft so zehn bis fünfzehn grad .","__ON__ TEMPERATURE loc-REGION TEN DEGREES FIFTEEN DEGREES COOL IX","In terms of temperature, the air there is already a bit cooler, around ten to fifteen degrees."
"07April_2010_Wednesday_heute-1629","07April_2010_Wednesday_heute-1629/1/*.png","-1","-1","Signer05","ABER WENN SONNE SECHSZEHN MAXIMAL ZWANZIG GRAD","aber bei sonne werden durchaus nochmal sechzehn bis zwanzig grad erreicht .","BUT WHEN SUN SIXTEEN MAXIMUM TWENTY DEGREES","But when the sun is shining, temperatures can reach sixteen to twenty degrees."
"18July_2009_Saturday_tagesschau-1633","18July_2009_Saturday_tagesschau-1633/1/*.png","-1","-1","Signer04","__ON__ WETTER WIE-AUSSEHEN MORGEN SONNTAG NEUNZEHN JULI __OFF__","und nun die wettervorhersage für morgen sonntag den neunzehnten juli .","__ON__ WEATHER AS-LOOKS TOMORROW SUNDAY JULY NINETEEN __OFF__","And now the weather forecast for tomorrow, Sunday the nineteenth of July."
"18July_2009_Saturday_tagesschau-1635","18July_2009_Saturday_tagesschau-1635/1/*.png","-1","-1","Signer04","DIENSTAG LOS NORDOST BISSCHEN HOCH DRUCK loc-REGION DESHALB WENIG SONNE AB MITTWOCH NEU TIEF KOMMEN","erst am dienstag gibt es zumindest im norden und osten unter leichtem hochdruckeinfluss ein sonniges intermezzo bevor am mittwoch wieder ein neues tief heranzieht .","TUESDAY LOS NORTH EAST A LITTLE HIGH PRESSURE LOCAL REGION THEREFORE LITTLE SUN FROM WEDNESDAY NEW LOW COMING","Only on Tuesday will there be a sunny interlude, at least in the north and east, under the influence of slight high pressure, before a new low moves in on Wednesday."
"18July_2009_Saturday_tagesschau-1636","18July_2009_Saturday_tagesschau-1636/1/*.png","-1","-1","Signer04","SPEZIELL loc-SUED TEIL TEIL REGEN SONST loc-REGEN loc-REGEN SELTEN TEIL KLAR","im äußersten osten und südosten fällt heute nacht zeitweise regen sonst werden die schauer seltener zum teil klart es auf .","SPECIAL loc-SOUTH PART PART RAIN OTHERWISE loc-RAIN loc-RAIN RARE PART CLEAR","In the far east and southeast there will be intermittent rain tonight, otherwise the showers will become less frequent and it will clear up in places."
"18July_2009_Saturday_tagesschau-1637","18July_2009_Saturday_tagesschau-1637/1/*.png","-1","-1","Signer04","ABER AUFLOESEN MEHR WOLKE BEWOELKT TEIL TEIL REGEN","im westen und südwesten werden die wolken aber wieder dichter und es beginnt gebietsweise zu regnen .","BUT CLEARING MORE CLOUDY CLOUDY PARTIAL RAIN","In the west and southwest, however, the clouds will become thicker again and it will begin to rain in some areas."
"18July_2009_Saturday_tagesschau-1641","18July_2009_Saturday_tagesschau-1641/1/*.png","-1","-1","Signer04","MORGEN UNGEFAEHR GRAD FUENFZEHN BIS EINS ZWANZIG loc-SUEDOST ZWEI ZWANZIG __PU__","morgen werte zwischen fünfzehn und einundzwanzig im südwesten bis zweiundzwanzig grad .","TOMORROW ABOUT FIFTEEN TO ONE TWENTY loc-SOUTHEAST TWO TWENTY __PU__","Tomorrow temperatures between fifteen and twenty-one in the southwest up to twenty-two degrees."
"18July_2009_Saturday_tagesschau-1642","18July_2009_Saturday_tagesschau-1642/1/*.png","-1","-1","Signer04","MONTAG WECHSELHAFT MEHR WARM","auch am montag noch wechselhaft aber schon wieder etwas wärmer .","MONDAY VARIABLE MORE WARM","Still changeable on Monday but already a bit warmer again."
"18July_2009_Saturday_tagesschau-1643","18July_2009_Saturday_tagesschau-1643/1/*.png","-1","-1","Signer04","DIENSTAG loc-NORD OST WIE-IMMER SONNE TROCKEN ANDERE REGEN REGEN GEWITTER MAXIMAL DREISSIG __PU__","am dienstag im norden und osten häufig sonnig und meist trocken sonst örtliche schauer oder gewitter bis dreißig grad .","TUESDAY loc-NORTH EAST AS ALWAYS SUN DRY OTHER RAIN RAIN THUNDERSTORMS MAXIMUM THIRTY __PU__","On Tuesday, it will be sunny and mostly dry in the north and east, otherwise there will be local showers or thunderstorms up to thirty degrees."
"18July_2009_Saturday_tagesschau-1644","18July_2009_Saturday_tagesschau-1644/1/*.png","-1","-1","Signer04","MITTWOCH WOLKE DURCHGEHEND REGEN UND GEWITTER __OFF__","am mittwoch wieder mehr wolken verbreitet gibt es schauer teilweise auch heftige gewitter .","WEDNESDAY CLOUDY RAIN AND THUNDERSTORMS __OFF__","On Wednesday there will be more clouds again and showers, some with heavy thunderstorms."
"13October_2009_Tuesday_tagesschau-1645","13October_2009_Tuesday_tagesschau-1645/1/*.png","-1","-1","Signer01","__ON__ JETZT MORGEN WETTER WIE-AUSSEHEN MITTWOCH VIERZEHN OKTOBER __OFF__","und nun die wettervorhersage für morgen mittwoch den vierzehnten oktober .","__ON__ NOW TOMORROW WEATHER WHAT WE&#39;LL LOOK LIKE WEDNESDAY FOURTEEN OCTOBER __OFF__","And now the weather forecast for tomorrow, Wednesday, October 14th."
"13October_2009_Tuesday_tagesschau-1646","13October_2009_Tuesday_tagesschau-1646/1/*.png","-1","-1","Signer01","__ON__ NORD KOMMEN MEHR KALT DEUTSCH LAND __OFF__","von norden strömt noch kältere luft zu uns nach deutschland .","__ON__ NORTH COMING MORE COLD GERMAN LAND __OFF__","Even colder air is flowing towards Germany from the north."
"13October_2009_Tuesday_tagesschau-1647","13October_2009_Tuesday_tagesschau-1647/1/*.png","-1","-1","Signer01","__ON__ OST loc-SUEDOST DANN TIEF KOMMEN WECHSELHAFT WETTER __OFF__","im osten und südosten sorgt das tief über osteuropa für unbeständiges wetter .","__ON__ EAST loc-SOUTHEAST THEN LOWER COMING VARIABLE WEATHER __OFF__","In the east and southeast, the low pressure system over eastern Europe is causing unstable weather."
"13October_2009_Tuesday_tagesschau-1648","13October_2009_Tuesday_tagesschau-1648/1/*.png","-1","-1","Signer01","__ON__ HEUTE TEILWEISE REGEN TIEF __OFF__","teilweise schneit es bis in tiefe lagen .","__ON__ PARTLY RAIN TODAY LOW __OFF__","In some places it snows even at low altitudes."
"13October_2009_Tuesday_tagesschau-1649","13October_2009_Tuesday_tagesschau-1649/1/*.png","-1","-1","Signer01","__ON__ HEUTE NACHT loc-SUEDOST REGEN SCHNEE SCHNEE","in der nacht im süden und osten regen oder schneeschauer .","__ON__ TONIGHT loc-SOUTHEAST RAIN SNOW SNOW","Rain or snow showers in the south and east at night."
"13October_2009_Tuesday_tagesschau-1650","13October_2009_Tuesday_tagesschau-1650/1/*.png","-1","-1","Signer01","TAG OST loc-REGION SCHNEE SCHNEE REGEN __OFF__ __ON__ TEILWEISE BIS FLACH __ON__","auch am tag im osten und südosten schnee oder schneeregen teilweise bis ins flachland .","DAY EAST loc-REGION SNOW SNOW RAIN __OFF__ __ON__ PARTIAL TO FLAT __ON__","Even during the day, snow or sleet will fall in the east and southeast, sometimes extending into the lowlands."
"13October_2009_Tuesday_tagesschau-1652","13October_2009_Tuesday_tagesschau-1652/1/*.png","-1","-1","Signer01","__ON__ WEST loc-NORDWEST SONNE VIEL","im westen und nordwesten scheint dagegen häufig die sonne .","__ON__ WEST loc-NORTHWEST LOTS OF SUN","In the west and northwest, however, the sun often shines."
"13October_2009_Tuesday_tagesschau-1653","13October_2009_Tuesday_tagesschau-1653/1/*.png","-1","-1","Signer01","NORD SCHWACH MAESSIG WIND KOMMEN loc-NEBEN NORD WIND STARK __OFF__ loc-NORD STURM","in der westhälfte schwacher bis mäßiger nordwind in der osthälfte und an der nordsee mäßiger bis frischer wind .","NORTH WEAK MODERATE WIND COMING loc-NEXT NORTH WIND STRONG __OFF__ loc-NORTH STORM","In the western half, light to moderate northerly winds; in the eastern half and on the North Sea, moderate to fresh winds."
"13October_2009_Tuesday_tagesschau-1654","13October_2009_Tuesday_tagesschau-1654/1/*.png","-1","-1","Signer01","loc-REGION BAYERN WALD STARK STURM","im erzgebirge und im bayerischen wald schwere sturmböen .","loc-REGION BAVARIA FOREST STRONG STORM","Severe gusts of wind in the Erzgebirge and the Bavarian Forest."
"13October_2009_Tuesday_tagesschau-1655","13October_2009_Tuesday_tagesschau-1655/1/*.png","-1","-1","Signer01","HEUTE NACHT PLUS loc-VIER MINUS DREI VORSICHT GLATTEIS __OFF__","heute nacht plus vier bis minus drei grad vorsicht wegen glätte .","TONIGHT PLUS loc-FOUR MINUS THREE CAUTION BLACK ICE __OFF__","Tonight plus four to minus three degrees, caution due to slippery conditions."
"13October_2009_Tuesday_tagesschau-1656","13October_2009_Tuesday_tagesschau-1656/1/*.png","-1","-1","Signer01","__ON__ AM TAG EINS loc-ALPEN BIS ZEHN GRAD FLUSS __OFF__","am tag ein grad an den alpen und bis zu zehn grad an der ems .","__ON__ ON DAY ONE loc-ALPS TO TEN DEGREES RIVER __OFF__","One degree during the day in the Alps and up to ten degrees on the Ems."
"13October_2009_Tuesday_tagesschau-1660","13October_2009_Tuesday_tagesschau-1660/1/*.png","-1","-1","Signer01","__ON__ loc-REGION SCHNEE SCHNEE __ON__","richtung südosten schnee oder schneeregen .","__ON__ loc-REGION SNOW SNOW __ON__","Snow or sleet in the southeast."
"13October_2009_Tuesday_tagesschau-1661","13October_2009_Tuesday_tagesschau-1661/1/*.png","-1","-1","Signer01","__OFF__ BESONDERS NORD WIND STARK","vor allem im norden ist es sehr windig .","__OFF__ ESPECIALLY STRONG NORTHERN WIND","It is very windy, especially in the north."
"13October_2009_Tuesday_tagesschau-1662","13October_2009_Tuesday_tagesschau-1662/1/*.png","-1","-1","Signer01","SAMSTAG loc-SUEDOST REGEN KOENNEN BERG __HOLD__ SCHNEE __HOLD__ loc-REGION SONNE DABEI __OFF__","am samstag im süden und osten hier und da regen im bergland auch schnee sonst auch mal sonne .","SATURDAY loc-SOUTHEAST RAIN POSSIBLE MOUNTAIN __HOLD__ SNOW __HOLD__ loc-REGION SUN PRESENT __OFF__","On Saturday, rain here and there in the south and east, snow in the mountains, but otherwise sunshine."
"03July_2011_Sunday_tagesschau-1663","03July_2011_Sunday_tagesschau-1663/1/*.png","-1","-1","Signer04","__ON__ MORGEN WETTER MONTAG WETTER WIE-AUSSEHEN __OFF__","und nun die wettervorhersage für morgen montag den vierten juli .","__ON__ TOMORROW WEATHER MONDAY WEATHER WHAT-LOOKS LIKE __OFF__","And now the weather forecast for tomorrow, Monday the fourth of July."
"03July_2011_Sunday_tagesschau-1664","03July_2011_Sunday_tagesschau-1664/1/*.png","-1","-1","Signer04","__ON__ TIEF RUSSLAND cl-KOMMEN NORDOSTRAUM MORGEN WEITER WIND WECHSELHAFT WECHSELHAFT WECHSELHAFT","das tief das nach russland zieht sorgt morgen in der nordosthälfte deutschlands auch weiterhin für unbeständiges wetter .","__ON__ LOW RUSSIA cl-COMING NORTH EAST TOMORROW WIND VARIABLE VARIABLE VARIABLE","The low pressure system moving towards Russia will continue to cause unsettled weather in the north-eastern half of Germany tomorrow."
"03July_2011_Sunday_tagesschau-1666","03July_2011_Sunday_tagesschau-1666/1/*.png","-1","-1","Signer04","NACHT REGEN SCHAUER NORDOSTRAUM FLUSS BISSCHEN REGEN REGEN REGEN DABEI","in der nacht regnet oder schauert es in der nordosthälfte nordöstlich der elbe sind einzelne gewitter dabei .","NIGHT RAIN SHOWERS NORTHEAST RIVER LITTLE RAIN RAIN RAIN RAIN","At night it will rain or shower in the northeastern half, with isolated thunderstorms northeast of the Elbe."
"03July_2011_Sunday_tagesschau-1667","03July_2011_Sunday_tagesschau-1667/1/*.png","-1","-1","Signer04","WOLKE WOLKE WOLKE NORDRAUM WEITER","mit wolken geht es tagsüber in der nordosthälfte weiter .","CLOUD CLOUD CLOUD NORTHERN SPACE FORWARD","Clouds will continue throughout the day in the northeastern half."
"03July_2011_Sunday_tagesschau-1668","03July_2011_Sunday_tagesschau-1668/1/*.png","-1","-1","Signer04","BESONDERS NORDRAUM REGION REGEN SCHAUER SCHAUER SUEDWESTRAUM SONNE __OFF__","vor allem zwischen ostseeküste und erzgebirge regnet oder schauert es richtung südwesten scheint verbreitet die sonne .","ESPECIALLY NORTHERN REGION RAIN SHOWERS SHOWERS SOUTHWESTERN REGION SUN __OFF__","It will rain or shower, especially between the Baltic coast and the Ore Mountains, while the sun will shine widely towards the southwest."
"03July_2011_Sunday_tagesschau-1669","03July_2011_Sunday_tagesschau-1669/1/*.png","-1","-1","Signer04","__ON__ WIND SCHWACH WEHEN WEHEN WEHEN WEHEN __OFF__","der wind weht schwach bis mäßig und kommt aus nord bis nordwest .","__ON__ WIND WEAK BLOW BLOW BLOW BLOW __OFF__","The wind is light to moderate and comes from the north to northwest."
"03July_2011_Sunday_tagesschau-1670","03July_2011_Sunday_tagesschau-1670/1/*.png","-1","-1","Signer04","__ON__ NACHT SIEBZEHN NORDRAUM FUENF BERG","heute nacht siebzehn grad an der ostsee und fünf grad an den alpen .","__ON__ NIGHT SEVENTEEN NORTH SPACE FIVE MOUNTAIN","tonight seventeen degrees on the baltic sea and five degrees in the alps."
"03July_2011_Sunday_tagesschau-1671","03July_2011_Sunday_tagesschau-1671/1/*.png","-1","-1","Signer04","AM-TAG IM-VERLAUF SIEBZEHN REGION SECHS ZWANZIG FLUSS __OFF__","am tag siebzehn grad in oberfranken und sechsundzwanzig grad am oberrhein .","AM-DAY IN-THE-COURSE SEVENTEEN REGION SIX TWENTY RIVER __OFF__","During the day, seventeen degrees in Upper Franconia and twenty-six degrees on the Upper Rhine."
"03July_2011_Sunday_tagesschau-1675","03July_2011_Sunday_tagesschau-1675/1/*.png","-1","-1","Signer04","BESONDERS SUEDOSTRAUM RECHNEN SCHAUER GEWITTER GEWITTER TEIL STARK REGEN REGEN __OFF__","vor allem in der südosthälfte muss dann mit schauern und gewittern gerechnet werden die mitunter kräftig ausfallen können .","ESPECIALLY IN THE SOUTHEAST, EXPECT SHOWERS, THUNDERSTORMS, PARTIALLY HEAVY RAIN, RAIN __OFF__","Showers and thunderstorms are expected, particularly in the southeastern half, and may be heavy."
"13April_2011_Wednesday_tagesschau-1676","13April_2011_Wednesday_tagesschau-1676/1/*.png","-1","-1","Signer07","__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN DONNERSTAG VIERZEHN APRIL __OFF__","und nun die wettervorhersage für morgen donnerstag den vierzehnten april .","__ON__ NOW WEATHER FORECAST TOMORROW THURSDAY APRIL 14 __OFF__","And now the weather forecast for tomorrow, Thursday the fourteenth of April."
"13April_2011_Wednesday_tagesschau-1677","13April_2011_Wednesday_tagesschau-1677/1/*.png","-1","-1","Signer07","__ON__ HABEN REGION SCHOEN KOMMEN MITTE EUROPA cl-KOMMEN BEDEUTEN IN-KOMMEND TAG MEHR SONNE SONNE AUCH TEMPERATUR LANGSAM BISSCHEN STEIGEN STEIGEN STEIGEN STEIGEN","das hoch über der biskaya dehnt sich nach mitteleuropa aus und beschert uns in den nächsten tagen verbreitet sonne die auch die temperaturen langsam ansteigen lässt .","__ON__ HAVE REGION BEAUTIFUL COMING CENTRAL EUROPE cl-COMING MEAN IN-COMING DAY MORE SUN SUN ALSO TEMPERATURE SLOWLY A LITTLE RISE RISE RISE RISE","The high above the Bay of Biscay is extending into Central Europe and will bring us widespread sunshine over the next few days, which will also cause temperatures to slowly rise."
"13April_2011_Wednesday_tagesschau-1678","13April_2011_Wednesday_tagesschau-1678/1/*.png","-1","-1","Signer07","OST DEUTSCH LAND MEHR WOLKE NOCH WOLKE WOLKE REGEN REGEN REGEN REGEN","im osten deutschlands sorgt tiefer luftdruck noch für wolken und regen .","EAST GERMANY MORE CLOUDS MORE CLOUDS CLOUD RAIN RAIN RAIN RAIN","In eastern Germany, low air pressure is still causing clouds and rain."
