"name","video","start","end","speaker","orth","translation","orth_english","translation_english"
"11July_2011_Monday_tagesschau-852","11July_2011_Monday_tagesschau-852/1/*.png","-1","-1","Signer08","ABEND FRANKREICH KOMMEN SCHAUER GEWITTER UNWETTER","am späten abend ziehen dann von frankreich schauer und teilweise unwetterartige gewitter heran","EVENING FRANCE COMING SHOWERS THUNDERSTORMS SEVERE WEATHER","Late in the evening, showers and partly severe thunderstorms will move in from France"
"11July_2011_Monday_tagesschau-853","11July_2011_Monday_tagesschau-853/1/*.png","-1","-1","Signer08","GEWITTER STURM NORMAL OST WEHEN SCHWACH MAESSIG","von schauer und gewitterböen abgesehen wird der ostwind morgen schwach bis mäßig","THUNDERSTORM STORM NORMAL EAST BLOW WEAK MODERATE","Apart from showers and thunderstorms, the east wind tomorrow will be weak to moderate"
"11July_2011_Monday_tagesschau-854","11July_2011_Monday_tagesschau-854/1/*.png","-1","-1","Signer08","IX ACHT GRAD SECHSZEHN SUEDWEST","acht grad heute nacht an der dänischen grenze sechzehn im südwesten","IX EIGHT DEGREES SIXTEEN SOUTHWEST","eight degrees tonight on the Danish border, sixteen in the southwest"
"11July_2011_Monday_tagesschau-855","11July_2011_Monday_tagesschau-855/1/*.png","-1","-1","Signer08","MORGEN IX VIER ZWANZIG DREISSIG NORD EINS ZWANZIG BIS VIER ZWANZIG GRAD","dort morgen bis vierunddreißig in küstennähe einundzwanzig bis vierundzwanzig grad","TOMORROW IX TWENTY-FOUR THIRTY NORTH TWENTY-ONE TO TWENTY-FOUR DEGREES","there tomorrow until thirty-four near the coast twenty-one to twenty-four degrees"
"11July_2011_Monday_tagesschau-856","11July_2011_Monday_tagesschau-856/1/*.png","-1","-1","Signer08","MITTWOCH IN-KOMMEND KOMMEN SCHAUER GEWITTER KOENNEN UNWETTER GEWITTER","am mittwoch breiten sich schauer und gewitter nach osten aus dabei besteht unwettergefahr","WEDNESDAY IN-COMING SHOWERS COMING THUNDERSTORMS POSSIBLE SEVERE WEATHER THUNDERSTORMS","On Wednesday, showers and thunderstorms will spread eastwards, with the risk of severe weather"
"11July_2011_Monday_tagesschau-857","11July_2011_Monday_tagesschau-857/1/*.png","-1","-1","Signer08","DONNERSTAG NORD KUESTE REGEN WIND REGION WECHSELHAFT","am donnerstag an der küste zeitweise regen und windig sonst wechselhaft","THURSDAY NORTH COAST RAIN WIND REGION VARIABLE","On Thursday, rain and wind at times on the coast, otherwise changeable"
"11July_2011_Monday_tagesschau-858","11July_2011_Monday_tagesschau-858/1/*.png","-1","-1","Signer08","FREITAG WOLKE FREUNDLICH WECHSELHAFT NUR BISSCHEN SCHAUER","am freitag teils wolkig teils freundlich und nur vereinzelte schauer","FRIDAY CLOUDY, FAIRLY VARIABLE, JUST A LITTLE SHOWER","on Friday partly cloudy, partly sunny and only isolated showers"
"28July_2010_Wednesday_tagesschau-859","28July_2010_Wednesday_tagesschau-859/1/*.png","-1","-1","Signer08","WETTER MORGEN DONNERSTAG NEUN ZWANZIG JULI WIE-AUSSEHEN","und nun die wettervorhersage für morgen donnerstag den neunundzwanzigsten juli","WEATHER TOMORROW THURSDAY NINE TWENTY JULY WHAT IT LOOKS LIKE","and now the weather forecast for tomorrow, Thursday the twenty-ninth of July"
"28July_2010_Wednesday_tagesschau-862","28July_2010_Wednesday_tagesschau-862/1/*.png","-1","-1","Signer08","DIESE WOCHENENDE FREUNDLICH MEHR WARM","am wochenende wird es vorübergehend freundlicher und wärmer","THIS WEEKEND FRIENDLY MORE WARM","At the weekend it will be temporarily friendlier and warmer"
"28July_2010_Wednesday_tagesschau-863","28July_2010_Wednesday_tagesschau-863/1/*.png","-1","-1","Signer08","HEUTE NACHT REGION KOENNEN REGEN KOENNEN GEWITTER HIMMEL KLAR","heute nacht gibt es hier und da zum teil kräftige schauer anfangs auch einzelne gewitter sonst ist es teils klar teils dicht bewölkt","TONIGHT REGION POSSIBLE RAIN POSSIBLE THUNDERSTORMS SKIES CLEAR","Tonight there will be some heavy showers here and there, initially also isolated thunderstorms, otherwise it will be partly clear and partly cloudy"
"28July_2010_Wednesday_tagesschau-865","28July_2010_Wednesday_tagesschau-865/1/*.png","-1","-1","Signer08","SPEZIELL NORD ALPEN NORD ALPEN ENORM REGEN","vor allem im nordstau der alpen sind ergiebige regenmengen möglich","ESPECIALLY NORTHERN ALPS NORTHERN ALPS TREMENDOUS RAIN","Heavy rainfall is possible, especially in the northern part of the Alps"
"28July_2010_Wednesday_tagesschau-868","28July_2010_Wednesday_tagesschau-868/1/*.png","-1","-1","Signer08","NACHT ZEHN BIS VIERZEHN GRAD NORD SECHSZEHN GRAD","in der nacht zehn bis vierzehn an der see bis sechzehn grad","NIGHT TEN TO FOURTEEN DEGREES NORTH SIXTEEN DEGREES","at night ten to fourteen at the sea up to sixteen degrees"
"28July_2010_Wednesday_tagesschau-869","28July_2010_Wednesday_tagesschau-869/1/*.png","-1","-1","Signer08","MORGEN SECHSZEHN GRAD ALLGAEU BIS DREI ZWANZIG FLUSS IX","morgen temperaturen von sechzehn grad im allgäu bis dreiundzwanzig an der spree","TOMORROW SIXTEEN DEGREES ALLGAEU UNTIL TWENTY-THREE RIVER IX","Tomorrow temperatures from sixteen degrees in the Allgäu to twenty-three on the Spree"
"28July_2010_Wednesday_tagesschau-870","28July_2010_Wednesday_tagesschau-870/1/*.png","-1","-1","Signer08","FREITAG SONNE WOLKE WECHSELHAFT SPEZIELL SUED REGEN KOENNEN","am freitag gibt es mal sonne mal wolken und vor allem im süden noch kräftige schauer","FRIDAY SUN CLOUDS VARIABLE ESPECIALLY SOUTH RAIN POSSIBLE","On Friday there will be sun and clouds and, especially in the south, heavy showers"
"29January_2013_Tuesday_tagesschau-873","29January_2013_Tuesday_tagesschau-873/1/*.png","-1","-1","Signer05","JETZT WIE-AUSSEHEN WETTER MORGEN MITTWOCH DREISSIG IX JANUAR","und nun die wettervorhersage für morgen mittwoch den dreißigsten januar","NOW WHAT THE WEATHER LOOKS LIKE TOMORROW WEDNESDAY 30TH JANUARY","and now the weather forecast for tomorrow, Wednesday the thirtieth of January"
"29January_2013_Tuesday_tagesschau-875","29January_2013_Tuesday_tagesschau-875/1/*.png","-1","-1","Signer05","DAUER REGEN MILD LUFT TAUEN FLUSS HOCHWASSER BESONDERS BERG HOCHWASSER","dauerregen plus milde luft sorgen für tauwetter was wiederum dazu führt dass einige flusspegel ansteigen vor allem im bergland","PERMANENT RAIN MILD AIR THAW RIVER FLOOD ESPECIALLY MOUNTAIN FLOOD","Persistent rain plus mild air cause thaw, which in turn leads to some river levels rising, especially in the mountainous regions"
"29January_2013_Tuesday_tagesschau-876","29January_2013_Tuesday_tagesschau-876/1/*.png","-1","-1","Signer05","UNWETTER WARNUNG TEIL IX","es gilt mancherorts unwetterwarnungen des deutschen wetterdienstes","SEVERE WEATHER WARNING PART IX","Severe weather warnings from the German Meteorological Service are in effect in some places"
"29January_2013_Tuesday_tagesschau-877","29January_2013_Tuesday_tagesschau-877/1/*.png","-1","-1","Signer05","NACHT BESONDERS NORDOST REGEN SUED KLAR DANN TAG AUCH","in der nacht regnet es am meisten im norden und in der osthälfte im süden lockert es auch am tag mal auf","NIGHT ESPECIALLY NORTHEAST RAIN SOUTH CLEAR THEN DAY ALSO","At night it rains most in the north and in the eastern half of the south, it also loosens up during the day"
"29January_2013_Tuesday_tagesschau-878","29January_2013_Tuesday_tagesschau-878/1/*.png","-1","-1","Signer05","SONST REGEN KOMMEN IX KOMMEN","ansonsten zieht ein regenband von nordwest nach südost","OTHERWISE RAIN COME IX COME","Otherwise, a rain band moves from northwest to southeast"
"29January_2013_Tuesday_tagesschau-879","29January_2013_Tuesday_tagesschau-879/1/*.png","-1","-1","Signer05","WENN REGEN UND REGION KLAR ABER NORDWEST IX REGEN AUCH GEWITTER IX NORD","ist es durchgezogen lockert es hier und da auf trotzdem fallen einige schauer im norden sind kurze gewitter möglich","IF RAIN AND REGION CLEAR BUT NORTHWEST IX RAIN ALSO THUNDERSTORMS IX NORTH","Once it has passed, it will loosen up here and there, but some showers will fall in the north, short thunderstorms are possible"
"29January_2013_Tuesday_tagesschau-880","29January_2013_Tuesday_tagesschau-880/1/*.png","-1","-1","Signer05","WIND FRISCH STARK","der wind weht frisch bis stark","WIND FRESH STRONG","the wind blows fresh to strong"
"29January_2013_Tuesday_tagesschau-881","29January_2013_Tuesday_tagesschau-881/1/*.png","-1","-1","Signer05","STURM DABEI NORD SCHWER STURM WENN BERG IX REGION ORKAN KOENNEN","sturmböen sind mit dabei im norden auch schwere sturmböen auf den höheren bergen orkanböen","STORM INCLUDED NORTH SEVERE STORM IF MOUNTAIN IX REGION HURCANE CAN","Storm gusts are also present in the north, severe storm gusts on the higher mountains, hurricane-force gusts"
"29January_2013_Tuesday_tagesschau-883","29January_2013_Tuesday_tagesschau-883/1/*.png","-1","-1","Signer05","DONNERSTAG FREUNDLICH IM-VERLAUF NEU REGEN STURM","der donnerstag beginnt freundlich später aus westen neuer regen und teilweise stürmischer wind","THURSDAY FRIENDLY IN-PROGRESS NEW RAIN STORM","Thursday will start pleasantly later from the west with fresh rain and partly stormy winds"
"29January_2013_Tuesday_tagesschau-884","29January_2013_Tuesday_tagesschau-884/1/*.png","-1","-1","Signer05","FREITAG TEIL IX REGEN MIT WIND","am freitag regnet es gebietsweise dabei ist es windig","FRIDAY PART IX RAIN WITH WIND","On Friday it will rain in some areas and it will be windy"
"29January_2013_Tuesday_tagesschau-885","29January_2013_Tuesday_tagesschau-885/1/*.png","-1","-1","Signer05","SAMSTAG REGEN SCHNEE SCHNEIEN IX NORDWEST IM-VERLAUF MEHR FREUNDLICH","am samstag regnet oder schneit es verbreitet im nordwesten wird es später freundlicher","SATURDAY RAIN SNOW SNOWING IX NORTHWEST BECOMING MORE FRIENDLY","On Saturday it will rain or snow widely in the northwest, later it will be more pleasant"
"23October_2010_Saturday_tagesschau-886","23October_2010_Saturday_tagesschau-886/1/*.png","-1","-1","Signer04","JETZT WETTER VORAUSSAGE MORGEN SONNTAG VIER ZWANZIG OKTOBER","und nun die wettervorhersage für morgen sonntag den vierundzwanzigsten oktober","NOW WEATHER FORECAST TOMORROW SUNDAY TWENTY FOUR OCTOBER","and now the weather forecast for tomorrow, Sunday the twenty-fourth of October"
"23October_2010_Saturday_tagesschau-887","23October_2010_Saturday_tagesschau-887/1/*.png","-1","-1","Signer04","EIN-PAAR-TAGE ZWEI-TAG NOCH WECHSELHAFT","in den nächsten beiden tagen erwartet uns noch unbeständiges wetter","A FEW DAYS TWO DAYS STILL CHANGEABLE","Unsettled weather awaits us over the next two days"
"23October_2010_Saturday_tagesschau-888","23October_2010_Saturday_tagesschau-888/1/*.png","-1","-1","Signer04","KOMMEN KALT DAS-IST-ES REGEN BERG UMWANDELN SCHNEE","da es wieder kälter wird verwandelt sich der regen im bergland in schnee","COMING COLD THAT&#39;S IT RAIN MOUNTAIN TRANSFORM SNOW","As it gets colder again, the rain in the mountains turns into snow"
"23October_2010_Saturday_tagesschau-889","23October_2010_Saturday_tagesschau-889/1/*.png","-1","-1","Signer04","DIENSTAG FREUNDLICH NACHT KLAR KALT","ab dienstag wird es unter hochdruckeinfluss freundlicher in teilweise klaren nächten aber auch wieder frostig","TUESDAY FRIENDLY NIGHT CLEAR COLD","From Tuesday onwards, under the influence of high pressure, it will be friendlier with partly clear nights but also frosty again"
"23October_2010_Saturday_tagesschau-890","23October_2010_Saturday_tagesschau-890/1/*.png","-1","-1","Signer04","HEUTE NACHT IX REGEN SUEDWEST REGEN","heute nacht fällt in vielen regionen regen der im südwesten mitunter kräftig ist","TONIGHT IX RAIN SOUTHWEST RAIN","Tonight rain will fall in many regions, sometimes heavy in the southwest"
"23October_2010_Saturday_tagesschau-891","23October_2010_Saturday_tagesschau-891/1/*.png","-1","-1","Signer04","MORGEN WOLKE TEIL REGEN SCHAUER NORD MEHR STARK","auch morgen viele wolken gebietsweise regen oder schauer die im norden auch kräftig sind","TOMORROW CLOUDY PARTIAL RAIN SHOWERS NORTH MORE HEAVY","Tomorrow also many clouds, rain or showers in some areas, which are also heavy in the north"
"23October_2010_Saturday_tagesschau-892","23October_2010_Saturday_tagesschau-892/1/*.png","-1","-1","Signer04","BERG MACHEN LANG REGEN","am alpenrand kann es länger anhaltend regnen","MOUNTAIN MAKE LONG RAIN","On the edge of the Alps, it can rain for a longer period"
"23October_2010_Saturday_tagesschau-893","23October_2010_Saturday_tagesschau-893/1/*.png","-1","-1","Signer04","WEST NORDWEST BIS SACHSEN BRAND NORD AUCH SONNE AUCH WECHSELHAFT SCHAUER","im westen und nordwesten bis nach sachsen und brandenburg zeigt sich auch mal die sonne und es gibt nur gelegentliche schauer","WEST NORTHWEST TO SAXONY BRAND NORTH ALSO SUN ALSO VARIABLE SHOWERS","In the west and northwest as far as Saxony and Brandenburg, the sun will shine and there will be only occasional showers"
"23October_2010_Saturday_tagesschau-894","23October_2010_Saturday_tagesschau-894/1/*.png","-1","-1","Signer04","IX NORD WIND WEHEN STURM","mäßiger richtung norden frischer bis starker und in böen stürmischer wind aus west bis südwest","IX NORTH WIND BLOW STORM","moderate northerly fresh to strong and in gusts stormy wind from west to southwest"
"23October_2010_Saturday_tagesschau-897","23October_2010_Saturday_tagesschau-897/1/*.png","-1","-1","Signer04","MORGEN REGION ALLGAEU FUENF FLUSS REGION FUENF","morgen fünf grad im allgäu bis elf an rhein elbe und saale","TOMORROW REGION ALLGAEU FIVE RIVER REGION FIVE","Tomorrow five degrees in the Allgäu to eleven on the Rhine, Elbe and Saale"
"23October_2010_Saturday_tagesschau-898","23October_2010_Saturday_tagesschau-898/1/*.png","-1","-1","Signer04","MONTAG BERG NAH DOCH REGEN HOCH UEBER SIEBENHUNDERT METER SCHNEE","am montag in alpennähe noch länger anhaltender regen etwa oberhalb von siebenhundert metern schnee","MONDAY MOUNTAIN NEAR BUT RAIN HIGH OVER SEVEN HUNDRED METERS OF SNOW","On Monday, near the Alps, there will be prolonged rain, and above seven hundred meters, snow"
"23October_2010_Saturday_tagesschau-899","23October_2010_Saturday_tagesschau-899/1/*.png","-1","-1","Signer04","REGION NEBEL WOLKE NORD MEISTENS SCHAUER","sonst teilweise zäher nebel oder wolken und vor allem im norden schauer","REGION FOG CLOUDS NORTH MOSTLY SHOWERS","otherwise partly thick fog or clouds and especially in the north showers"
"23October_2010_Saturday_tagesschau-900","23October_2010_Saturday_tagesschau-900/1/*.png","-1","-1","Signer04","DIENSTAG KOMMEN MEHR FREUNDLICH WEIL NEBEL VERSCHWINDEN","ab dienstag wird es von westen zunehmend freundlicher sofern sich die nebelfelder auflösen","TUESDAY COME MORE FRIENDLY BECAUSE FOG DISAPPEARS","From Tuesday onwards, the weather will become increasingly friendly from the west as long as the fog clears"
"22January_2010_Friday_tagesschau-901","22January_2010_Friday_tagesschau-901/1/*.png","-1","-1","Signer04","JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG DREI ZWANZIG JANUAR","und nun die wettervorhersage für morgen samstag den dreiundzwanzigsten januar","NOW WEATHER HOW LOOKS TOMORROW SATURDAY TWENTY THREE JANUARY","and now the weather forecast for tomorrow, Saturday the twenty-third of January"
"22January_2010_Friday_tagesschau-902","22January_2010_Friday_tagesschau-902/1/*.png","-1","-1","Signer04","DANN SAMSTAG RUHIG MISCHUNG NEBEL WOLKE BISSCHEN SONNE","auch am samstag erwartet uns eine ruhige mischung aus nebel wolken und gelegentlichem sonnenschein","THEN SATURDAY CALM MIXTURE FOG CLOUDS A BIT OF SUN","Also on Saturday we can expect a calm mixture of fog clouds and occasional sunshine"
"22January_2010_Friday_tagesschau-904","22January_2010_Friday_tagesschau-904/1/*.png","-1","-1","Signer04","HEUTE NACHT HIMMEL neg-HABEN WOLKE","heute nacht ist der himmel meist wolkenverhangen","TONIGHT SKY neg-HAVE CLOUD","tonight the sky is mostly cloudy"
"22January_2010_Friday_tagesschau-905","22January_2010_Friday_tagesschau-905/1/*.png","-1","-1","Signer04","AUFLOCKERUNG MOEGLICH NEBEL","wo sich lücken auftun kann sich nebel bilden","CLEARING POSSIBLE FOG","where gaps appear, fog can form"
"22January_2010_Friday_tagesschau-906","22January_2010_Friday_tagesschau-906/1/*.png","-1","-1","Signer04","TEILWEISE REGEN TROPFEN","vereinzelt fallen ein paar flocken oder tropfen","PARTIAL RAIN DROPS","Occasionally a few flakes or drops fall"
"22January_2010_Friday_tagesschau-908","22January_2010_Friday_tagesschau-908/1/*.png","-1","-1","Signer04","ABEND NORDWEST SCHNEE ODER REGEN GLATT GEFRIEREN","gegen abend muss im nordwesten und westen mit etwas schnee oder gefrierendem regen gerechnet werden","EVENING NORTHWEST SNOW OR RAIN SMOOTH FREEZING","Towards the evening, some snow or freezing rain can be expected in the northwest and west"
"22January_2010_Friday_tagesschau-909","22January_2010_Friday_tagesschau-909/1/*.png","-1","-1","Signer04","SUED SCHWACH NORD MAESSIG NORD FRISCH WEHEN","im süden schwacher im norden teilweise mäßiger und in küstennähe auch frischer wind aus südost","SOUTH WEAK NORTH MODERATE NORTH FRESH BLOWS","in the south weak, in the north partly moderate and near the coast also fresh wind from the southeast"
"22January_2010_Friday_tagesschau-910","22January_2010_Friday_tagesschau-910/1/*.png","-1","-1","Signer04","NORD SUED FROST WEST NULL WEST","im osten und süden heute nacht örtlich strenger frost im äußersten westen werte um den gefrierpunkt","NORTH SOUTH FROST WEST ZERO WEST","In the east and south tonight locally severe frost in the far west values around freezing point"
"22January_2010_Friday_tagesschau-911","22January_2010_Friday_tagesschau-911/1/*.png","-1","-1","Signer04","MORGEN TEMPERATUR PLUS FUENF FLUSS MINUS ACHT REGION","morgen temperaturen von plus fünf grad am rhein bis minus acht grad an der oder","TOMORROW TEMPERATURE PLUS FIVE RIVER MINUS EIGHT REGION","Tomorrow temperatures from plus five degrees on the Rhine to minus eight degrees on the Oder"
"22January_2010_Friday_tagesschau-912","22January_2010_Friday_tagesschau-912/1/*.png","-1","-1","Signer04","AUCH SONNTAG VIEL WOLKE HAUPTSAECHLICH WEST SCHNEE REGEN MOEGLICH TEILWEISE GEFRIEREN KOENNEN","auch am sonntag gibt es viele wolken die vor allem in der westhälfte schnee oder regen bringen der örtlich gefrieren kann","SUNDAY ALSO LOTS OF CLOUDS MAINLY WEST SNOW RAIN POSSIBLE PARTIAL FREEZING","Also on Sunday there will be many clouds which will bring snow or rain, especially in the western half, which may freeze in places"
"22January_2010_Friday_tagesschau-913","22January_2010_Friday_tagesschau-913/1/*.png","-1","-1","Signer04","ANFANG WOCHE SONNE SELTEN TEIL SCHNEE","zum wochenbeginn macht sich die sonne weiterhin rar gebietsweise fällt schnee","BEGINNING OF THE WEEK SUN RARELY PARTIAL SNOW","At the beginning of the week, the sun continues to be scarce and snow falls in some areas"
"28September_2012_Friday_tagesschau-914","28September_2012_Friday_tagesschau-914/1/*.png","-1","-1","Signer06","JETZT WIE-AUSSEHEN WETTER MORGEN SAMSTAG NEUN ZWANZIG SEPTEMBER","und nun die wettervorhersage für morgen samstag den neunundzwanzigsten september","NOW WHAT THE WEATHER LOOKS LIKE TOMORROW SATURDAY NINE TWENTY SEPTEMBER","and now the weather forecast for tomorrow, Saturday the twenty-ninth of September"
"28September_2012_Friday_tagesschau-918","28September_2012_Friday_tagesschau-918/1/*.png","-1","-1","Signer06","SUED NACHT ANFANG VERSCHWINDEN MEISTENS WOLKE VERSCHWINDEN","im süden beginnt die nacht klar auch sonst lösen sich die meisten wolken auf","SOUTH NIGHT BEGINNING DISAPPEARING MOSTLY CLOUDS DISAPPEARING","In the south the night begins clear and most of the clouds will also dissolve"
"28September_2012_Friday_tagesschau-919","28September_2012_Friday_tagesschau-919/1/*.png","-1","-1","Signer06","NORDWEST SPAETER SCHAUER","nur im nordwesten fallen später schauer","NORTHWEST LATE SHOWERS","only in the northwest will showers fall later"
"28September_2012_Friday_tagesschau-920","28September_2012_Friday_tagesschau-920/1/*.png","-1","-1","Signer06","TAG SUED WEST NORD WOLKE SCHAUER MEER SCHAUER","am tag breiten sich die wolken mit einzelnen schauern von der nordsee über die nordwesthälfte aus","DAY SOUTH WEST NORTH CLOUD SHOWERS SEA SHOWERS","During the day, clouds with isolated showers will spread from the North Sea over the northwestern half"
"28September_2012_Friday_tagesschau-921","28September_2012_Friday_tagesschau-921/1/*.png","-1","-1","Signer06","ZWISCHEN REGION SACHSEN LANG FREUNDLICH SUEDOST REGEN KOENNEN","zwischen pfalz und sachsen bleibt es am längsten freundlich südöstlich davon regnet es zeitweise","BETWEEN REGION SAXONY LONG FRIENDLY SOUTHEAST RAIN CAN","Between Palatinate and Saxony it will stay pleasant for the longest time, southeast of there it will rain at times"
"28September_2012_Friday_tagesschau-923","28September_2012_Friday_tagesschau-923/1/*.png","-1","-1","Signer06","NACHT NORDWEST ELF GRAD ALPENTAL VIER GRAD","in der nacht elf grad im nordwesten vier grad in den alpentälern","NIGHT NORTHWEST ELEVEN DEGREES ALPINE VALLEY FOUR DEGREES","at night eleven degrees in the northwest four degrees in the alpine valleys"
"28September_2012_Friday_tagesschau-924","28September_2012_Friday_tagesschau-924/1/*.png","-1","-1","Signer06","TAG SCH+H STEIN DREIZEHN GRAD SONNE LANG DABEI ZWANZIG GRAD","am tag dreizehn grad in schleswig holstein und zwanzig grad dort wo die sonne länger scheint","DAY SCH+H STEIN THIRTEEN DEGREES SUN LONG TWENTY DEGREES","thirteen degrees during the day in Schleswig-Holstein and twenty degrees where the sun shines longer"
"28September_2012_Friday_tagesschau-925","28September_2012_Friday_tagesschau-925/1/*.png","-1","-1","Signer06","NAECHSTE SONNTAG NAECHSTE MONTAG UEBERWIEGEND FREUNDLICH SUEDOST KUESTE SCHAUER","am sonntag und am montag ist es verbreitet freundlich im südosten und an den küsten einzelne schauer","NEXT SUNDAY NEXT MONDAY MOSTLY FRIENDLY SOUTHEAST COAST SHOWERS","On Sunday and Monday it will be pleasant in the southeast and on the coasts isolated showers"
"28September_2012_Friday_tagesschau-926","28September_2012_Friday_tagesschau-926/1/*.png","-1","-1","Signer06","DIENSTAG SUEDOST NOCH FREUNDLICH NORDWEST WOLKE REGEN SCHAUER","am dienstag ist es im süden und osten recht freundlich von westen werden die wolken dichter stellenweise fallen schauer","TUESDAY SOUTHEAST STILL FRIENDLY NORTHWEST CLOUDS RAIN SHOWERS","On Tuesday it will be quite pleasant in the south and east, from the west the clouds will become denser, in places showers will fall"
"03February_2011_Thursday_tagesschau-927","03February_2011_Thursday_tagesschau-927/1/*.png","-1","-1","Signer08","JETZT WETTER WIE-AUSSEHEN MORGEN FREITAG VIERTE FEBRUAR","und nun die wettervorhersage für morgen freitag den vierten februar","NOW WEATHER HOW-LOOKS TOMORROW FRIDAY FOURTH FEBRUARY","and now the weather forecast for tomorrow, Friday the fourth of February"
"03February_2011_Thursday_tagesschau-928","03February_2011_Thursday_tagesschau-928/1/*.png","-1","-1","Signer08","LUFT DRUCK UNTERSCHIED KOMMEN DARUM STURM NORDOST","hohe luftdruckunterschiede sorgen für stürmische winde vor allem im norden deutschlands","AIR PRESSURE DIFFERENCE COMING SO STORM NORTHEAST","High air pressure differences cause stormy winds, especially in northern Germany"
"03February_2011_Thursday_tagesschau-929","03February_2011_Thursday_tagesschau-929/1/*.png","-1","-1","Signer08","REGEN KOENNEN","dort bringen die tiefs auch zum teil länger andauernden regen","CAN RAIN","there the lows also bring some longer lasting rain"
"03February_2011_Thursday_tagesschau-930","03February_2011_Thursday_tagesschau-930/1/*.png","-1","-1","Signer08","SUED HOCH KOMMEN FREUNDLICH","richtung süden ist es dank hochdruckeinfluss freundlicher","SOUTH COME UP FRIENDLY","towards the south it is friendlier thanks to high pressure influence"
"03February_2011_Thursday_tagesschau-931","03February_2011_Thursday_tagesschau-931/1/*.png","-1","-1","Signer08","HEUTE NACHT SUEDOST SCHNEE REGEN GLATT","heute nacht fällt im südosten noch schnee oder gefrierender regen","TONIGHT SOUTHEAST SNOW RAIN SLIPPERY","Tonight snow or freezing rain will fall in the southeast"
"03February_2011_Thursday_tagesschau-932","03February_2011_Thursday_tagesschau-932/1/*.png","-1","-1","Signer08","NORD NEU REGEN KOMMEN KOENNEN GLATT","später kommt im norden neuer regen auf der nordosten sowie in den nördlichen hochlagen gefrieren kann","NORTH NEW RAIN CAN COME SLIPPERY","Later, new rain will come in the north, and the northeast and northern highlands may freeze"
"03February_2011_Thursday_tagesschau-933","03February_2011_Thursday_tagesschau-933/1/*.png","-1","-1","Signer08","AUCH SCHNEE KOENNEN","auch schnee ist dort möglich","SNOW CAN ALSO","snow is also possible there"
"03February_2011_Thursday_tagesschau-934","03February_2011_Thursday_tagesschau-934/1/*.png","-1","-1","Signer08","TAG NORD REGEN KOENNEN","am tag regnet es in der nordhälfte teilweise kräftig","DAY NORTH RAIN MAY","During the day it rains heavily in the northern half"
"03February_2011_Thursday_tagesschau-935","03February_2011_Thursday_tagesschau-935/1/*.png","-1","-1","Signer08","SUED WOLKE NEBEL KOENNEN SONNE BLEIBEN TROCKEN","weiter südlich gibt es neben wolken und nebelfeldern gebietsweise sonnenschein und es bleibt weitgehend trocken","SOUTH CLOUDS FOG MAY SUN STAY DRY","Further south, there will be clouds and patches of fog, but also sunshine in some areas and it will remain largely dry"
"03February_2011_Thursday_tagesschau-940","03February_2011_Thursday_tagesschau-940/1/*.png","-1","-1","Signer08","IN-KOMMEND MEHR MILD","es wird noch milder","IN-COMING MORE MILD","it will get even milder"
"03February_2011_Thursday_tagesschau-941","03February_2011_Thursday_tagesschau-941/1/*.png","-1","-1","Signer08","NORD WOCHENENDE BLEIBEN REGEN WIND","im norden bleibt es am wochenende regnerisch und windig","NORTH WEEKEND RAIN WIND","In the north it will remain rainy and windy over the weekend"
"03February_2011_Thursday_tagesschau-942","03February_2011_Thursday_tagesschau-942/1/*.png","-1","-1","Signer08","SAMSTAG STURM SUED FREUNDLICH","am samstag zum teil noch stürmisch im süden freundlicher","SATURDAY STORM SOUTH FRIENDLY","on Saturday partly still stormy in the south friendlier"
"03February_2011_Thursday_tagesschau-943","03February_2011_Thursday_tagesschau-943/1/*.png","-1","-1","Signer08","MORGEN KUESTE KOENNEN REGEN WIND REGION FREUNDLICH","am montag an den küsten noch zeitweise regen und sehr windig sonst verbreitet freundlich","TOMORROW COAST MAY RAIN WIND REGION FRIENDLY","On Monday, on the coasts, still rainy and very windy, otherwise generally pleasant"
"01June_2011_Wednesday_heute-944","01June_2011_Wednesday_heute-944/1/*.png","-1","-1","Signer01","LIEB ZUSCHAUER GUT ABEND","liebe zuschauer guten abend","DEAR VIEWERS, GOOD EVENING","Dear viewers, good evening"
"01June_2011_Wednesday_heute-945","01June_2011_Wednesday_heute-945/1/*.png","-1","-1","Signer01","HEUTE GERADE ERSTE SOMMER TAG FUER WIRKLICH WETTER FACH LEUTE GESTERN FRUEHLING ZU-ENDE VORBEI ENORM neg-ZU-WARM","heute der erste sommertag für die meteorologen aber das frühjahr das gestern zu ende ging war ja auch zu warm","TODAY JUST THE FIRST SUMMER DAY FOR REAL WEATHER EXPERTS YESTERDAY SPRING OVER OVER ENORMOUSLY negative-TOO-WARM","Today is the first summer day for the meteorologists but the spring that ended yesterday was also too warm"
"01June_2011_Wednesday_heute-946","01June_2011_Wednesday_heute-946/1/*.png","-1","-1","Signer01","WER VERWOEHNT ENORM ABER REGION GROB KOENNEN SAGEN UEBER MITTE WERT","wir sind auch sehr verwöhnt worden aber flächendeckend lagen die temperaturen weitgehend über dem mittelwert","WHO SPOILED ENORMOUSLY BUT REGION ROUGHLY CAN SAY ABOUT AVERAGE VALUE","We were also very spoiled but the temperatures were largely above average"
